"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"6406";"2008-08-08 21:39:04";"How to access .Net element on Master page from a Content page?";"<p>Is it possible to access an element on a Master page from the page loaded within the ContentPlaceHolder for the master?</p>&#xD;&#xA;&#xD;&#xA;<p>I have a ListView that lists people's names in a navigation area on the Master page. I would like to update the ListView after a person has been added to the table that the ListView is data bound to. The ListView currently does not update it's values until the cache is reloaded. We have found that just re-running the ListView.DataBind() will update a listview's contents. We have not been able to run the ListView.DataBind() on a page that uses the Master page. </p>&#xD;&#xA;&#xD;&#xA;<p>Below is a sample of what I wanted to do but a compiler error says \"PeopleListView does not exist in the current context\".</p>&#xD;&#xA;&#xD;&#xA;<p>GIS.master - Where ListView resides</p>&#xD;&#xA;&#xD;&#xA;<pre><code>...&lt;asp:ListView ID=\"PeopleListView\"...<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>GISInput_People.aspx - Uses GIS.master as it's master page</p>&#xD;&#xA;&#xD;&#xA;<p>GISInput_People.aspx.cs</p>&#xD;&#xA;&#xD;&#xA;<pre><code>AddNewPerson()<br>{<br>    // Add person to table<br>    ....<br><br>    // Update Person List<br>    PeopleListView.DataBind();<br>    ...<br>}<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>What would be the best way to resolve an issue like this in C# .Net?</p>";"<c#><.net>";"2008-08-13 00:00:00";"0";"";"yes"
"6414";"2008-08-08 21:49:01";"C# loop - break vs. continue";"<p>In a C# (feel free to answer for other languages) loop, what's the difference between break and continue as a means to leave the structure of the loop, and go to the next iteration?</p>&#xD;&#xA;&#xD;&#xA;<p>Example:</p>&#xD;&#xA;&#xD;&#xA;<pre><code>foreach (DataRow row in myTable.Rows)<br>{<br>    if (someConditionEvalsToTrue)<br>    {<br>        break; //what's the difference between this and continue ?<br>        //continue;<br>    }<br>}<br></code></pre>";"<c#><loops><enumeration>";"2008-08-08 00:00:00";"0";"";"yes"
"6426";"2008-08-08 22:06:06";"Graphing JavaScript Library";"<p>I'm creating a web application on Google App Engine for fun and I'd like to include graphs so users can see some stats. Are there any free (either as in beer or speech) JavaScript libraries that can take a table or make some AJAX call and display a graph?</p>&#xA;";"<javascript><ajax><google-app-engine><web-applications><graph>";"2009-08-28 00:00:00";"0";"";"yes"
"6430";"2008-08-08 22:08:29";"How to programmatically iterate datagrid rows?";"<p>I'm suddenly back to WinForms, after years of web development, and am having trouble  with something that should be simple.  I have an ArrayList of business objects bound to a  Windows Forms DataGrid.  I'd like the user to be able to edit the cells, and when finished,  press a Save button.  At that point I'd like to iterate the all the rows and columns in the  DataGrid to find any changes, and save them to the database.  But I can't find a way to  access the DataGrid rows.  </p>&#xA;&#xA;<p>I'll also want to validate individual cells real time, as they are edited, but I'm pretty  sure that can be done.  (Maybe not with an ArrayList as the DataSource?)  But as for iterating the DataGrid, I'm quite surprised it doesn't seem possible.</p>&#xA;&#xA;<p>Must I really stuff my business objects data into datatables in order to use the<br>&#xA;datagrid?  </p>&#xA;";"<winforms>";"2008-08-15 00:00:00";"0";"";"yes"
"6440";"2008-08-08 22:32:01";".NET 3.5 Redistributable -- 200 MB? Other options?";"<P>I've been using a lot of new .NET 3.5 features in the work that I've been doing, lately. The application that I'm building is intended for distribution among consumers who will probably not have the latest version (or perhaps <EM>any version</EM>) of the .NET framework on their machines.</P>&#xD;&#xA;<P>I went to go <A href=\"http://www.microsoft.com/downloads/details.aspx?FamilyId=333325FD-AE52-4E35-B531-508D977D32A6&amp;displaylang=en\" rel=\"nofollow\">download the .NET 3.5 redistributable package</A> only to find out that it's almost <STRONG><EM>200 MB!</EM></STRONG> This is unacceptable for my application, because it's supposed to be a quick and painless consumer application that installs quickly and keeps a low profile on the user's machine. For users that have .NET 3.5 already installed, our binary downloads have been instantaneous, so far. This 200 MB gorilla will more than quadruple the size of the download. Is there any other option than this redistributable package that I can use to make sure the framework is on the machine that won't take the user out of our \"quick and painless\" workflow? Our target time from beginning of download to finalizing the install is less than two minutes. Is it just not possible for someone who doesn't already have .NET installed?</P>";"<.net><redistributable>";"2008-08-08 00:00:00";"0";"";"yes"
"6441";"2008-08-08 22:33:19";"How can I enable disabled radio buttons?";"<p>The following code works great in IE, but not in FF or Safari.  I can't for the life of me work out why.  The code is <em>supposed</em> to disable radio buttons if you select the \"Disable 2 radio buttons\" option.  It should enable the radio buttons if you select the \"Enable both radio buttons\" option.  These both work...</p>&#xA;&#xA;<p>However, if you don't use your mouse to move between the 2 options (\"Enable...\" and \"Disable...\") then the radio buttons do not appear to be disabled or enabled correctly, until you click anywhere else on the page (not on the radio buttons themselves).</p>&#xA;&#xA;<p>If anyone has time/is curious/feeling helpful, please paste the code below into an html page and load it up in a browser.  It works great in IE, but the problem manifests itself in FF (3 in my case) and Safari, all on Windows XP.</p>&#xA;&#xA;<pre><code>&lt;html&gt;&#xA;&lt;head&gt;&#xA;    &lt;script language=\"javascript\"&gt;&#xA;        function SetLocationOptions() {&#xA;            var frmTemp = document.frm;&#xA;            var selTemp = frmTemp.user;&#xA;&#xA;            if(selTemp.selectedIndex &gt;= 0) {&#xA;                var myOpt = selTemp.options[selTemp.selectedIndex];&#xA;                if(myOpt.attributes[0].nodeValue == '1') {&#xA;                    frmTemp.transfer_to[0].disabled = true;&#xA;                    frmTemp.transfer_to[1].disabled = true;&#xA;                    frmTemp.transfer_to[2].checked = true;&#xA;                } else {&#xA;                    frmTemp.transfer_to[0].disabled = false;&#xA;                    frmTemp.transfer_to[1].disabled = false;&#xA;                }&#xA;            }&#xA;        }&#xA;    &lt;/script&gt;&#xA;&lt;/head&gt;&#xA;&#xA;&lt;body&gt;&#xA;    &lt;form name=\"frm\" action=\"coopfunds_transfer_request.asp\" method=\"post\"&gt;&#xA;        &lt;select name=\"user\" onchange=\"javascript: SetLocationOptions()\"&gt;&#xA;            &lt;option value=\"\" /&gt;Choose One&#xA;            &lt;option value=\"58\" user_is_tsm=\"0\" /&gt;Enable both radio buttons&#xA;            &lt;option value=\"157\" user_is_tsm=\"1\" /&gt;Disable 2 radio buttons&#xA;        &lt;/select&gt;&#xA;&#xA;        &lt;br /&gt;&lt;br /&gt;&#xA;&#xA;        &lt;input type=\"radio\" name=\"transfer_to\" value=\"fund_amount1\" /&gt;Premium&amp;nbsp;&amp;nbsp;&amp;nbsp;&#xA;        &lt;input type=\"radio\" name=\"transfer_to\" value=\"fund_amount2\" /&gt;Other&amp;nbsp;&amp;nbsp;&amp;nbsp;&#xA;        &lt;input type=\"radio\" name=\"transfer_to\" value=\"both\" CHECKED /&gt;Both&#xA;&#xA;        &lt;br /&gt;&lt;br /&gt;&#xA;&#xA;        &lt;input type=\"button\" class=\"buttonStyle\" value=\"Submit Request\" /&gt;&#xA;    &lt;/form&gt;&#xA;&lt;/body&gt;&#xA;&lt;/html&gt;&#xA;</code></pre>&#xA;";"<javascript><html><radio-button>";"2008-08-11 00:00:00";"0";"";"yes"
"6459";"2008-08-08 23:10:17";"How to enter an existing project?";"<p>Lately I've been thinking a lot about the best way to enter an existing project fast.&#xD;&#xA;I've written some of my thoughts <a href=\"http://codedump.wordpress.com/2008/07/31/software-project-learning-process/\" rel=\"nofollow\">here</a>, and would really like to hear advice from other people. <br>&#xD;&#xA;What are the things you find a must? <br>&#xD;&#xA;I'm especially interested with open source projects, if there's any difference.</p>";"<new-project>";"2008-08-09 00:00:00";"0";"";"yes"
"6467";"2008-08-08 23:24:02";"Date arithmetic in Unix shell scripts";"<p>I need to do date arithmetic in Unix shell scripts that I use to control the execution of third party programs. </p>&#xD;&#xA;&#xD;&#xA;<p>I'm using a function to increment a day and another to decrement: </p>&#xD;&#xA;&#xD;&#xA;<pre><code>IncrementaDia(){<br>echo $1 | awk '<br>BEGIN {<br>        diasDelMes[1] = 31<br>        diasDelMes[2] = 28<br>        diasDelMes[3] = 31<br>        diasDelMes[4] = 30<br>        diasDelMes[5] = 31<br>        diasDelMes[6] = 30<br>        diasDelMes[7] = 31<br>        diasDelMes[8] = 31<br>        diasDelMes[9] = 30<br>        diasDelMes[10] = 31<br>        diasDelMes[11] = 30<br>        diasDelMes[12] = 31<br>}<br>{<br>        anio=substr($1,1,4)<br>        mes=substr($1,5,2)<br>        dia=substr($1,7,2)<br><br>        if((anio % 4 == 0 &amp;&amp; anio % 100 != 0) || anio % 400 == 0)<br>        {<br>                diasDelMes[2] = 29;<br>        }<br><br>        if( dia == diasDelMes[int(mes)] ) {<br>                if( int(mes) == 12 ) {<br>                        anio = anio + 1<br>                        mes = 1<br>                        dia = 1<br>                } else {<br>                        mes = mes + 1<br>                        dia = 1<br>                }<br>        } else {<br>                dia = dia + 1<br>        }<br>}<br>END {<br>        printf(\"%04d%02d%02d\", anio, mes, dia)<br>}<br>'<br>}<br><br>if [ $# -eq 1 ]; then<br>        tomorrow=$1<br>else<br>        today=$(date +\"%Y%m%d\")<br>        tomorrow=$(IncrementaDia $hoy)<br>fi<br></code></pre>&#xD;&#xA;&#xD;&#xA;<p>but now I need to do more complex arithmetic. </p>&#xD;&#xA;&#xD;&#xA;<p>What it's the best and more compatible way to do this?</p>";"<unix><shell><date><math><scripting>";"2010-07-05 00:00:00";"0";"";"yes"
"6475";"2008-08-08 23:46:31";"Faster way to find duplicates conditioned by time";"<p>In a machine with AIX without <code>PERL</code> I need to filter records that will be considered duplicated if they have the same id and if they were registered between a period of four hours. </p>&#xA;&#xA;<p>I implemented this filter using <code>AWK</code> and work pretty well but I need a solution much faster: </p>&#xA;&#xA;<pre>&#xA;# Generar lista de Duplicados&#xA;awk 'BEGIN {&#xA;FS=\",\" &#xA;}&#xA;/OK/ { &#xA;    old[$8] = f[$8];&#xA;    f[$8] = mktime($4, $3, $2, $5, $6, $7); &#xA;    x[$8]++;&#xA;}&#xA;/OK/ && x[$8]>1 && f[$8]-old[$8] < 14400 {&#xA;    print $0;&#xA;}&#xA;function mktime (y,m,d,hh,mm,ss) {&#xA;    return ss + (mm*60) + (hh*3600) + (d*86400) + (m*2592000) + (y*31536000);&#xA;}&#xA;' the.big.file.txt&#xA;</pre>&#xA;&#xA;<p>Any suggestions? Are there ways to improve the environment (preloading the file or someting like that)? </p>&#xA;&#xA;<p>The input file is already sorted.</p>&#xA;&#xA;<p>With the corrections suggested by <a href=\"http://stackoverflow.com/questions/6475/faster-way-to-find-duplicates-conditioned-by-time#6869\" rel=\"nofollow\">jj33</a> I made a new version with better treatment of dates, still maintaining a low profile for incorporating more operations: </p>&#xA;&#xA;<pre>&#xA;awk 'BEGIN {&#xA;    FS=\",\"; &#xA;    SECSPERMINUTE=60;&#xA;    SECSPERHOUR=3600;&#xA;    SECSPERDAY=86400;&#xA;    split(\"0 31 59 90 120 151 181 212 243 273 304 334\", DAYSTOMONTH, \" \");&#xA;    split(\"0 366 731 1096 1461 1827 2192 2557 2922 3288 3653 4018 4383 4749 5114 5479 5844 6210 6575 6940 7305\", DAYSTOYEAR, \" \");&#xA;}&#xA;/OK/ { &#xA;    old[$8] = f[$8];&#xA;    f[$8] = mktime($4, $3, $2, $5, $6, $7); &#xA;    x[$8]++;&#xA;}&#xA;/OK/ && x[$8]>1 && f[$8]-old[$8]  2 ) && ( ((y % 4 == 0) && (y % 100 != 0)) || (y % 400 == 0) ) ) {&#xA;    	d2m = d2m + 1;&#xA;    }&#xA;    d2y = DAYSTOYEAR[ y - 1999 ];&#xA;    return ss + (mm*SECSPERMINUTE) + (hh*SECSPEROUR) + (d*SECSPERDAY) + (d2m*SECSPERDAY) + (d2y*SECSPERDAY);&#xA;}&#xA;'&#xA;</pre>&#xA;";"<performance><unix><awk><aix>";"Null";"0";"";"no"
"6484";"2008-08-09 00:14:22";"How do you mock a Sealed class?";"<p><a href=\"http://www.google.com/search?q=how%20to%20mock%20sealed%20class\">Mocking sealed classes</a> can be quite a pain.  I currently favor an <a href=\"http://en.wikipedia.org/wiki/Adapter_pattern\">Adapter pattern</a> to handle this, but something about just keeps feels weird.  </p>&#xD;&#xA;&#xD;&#xA;<p><strong>So, What is the best way you mock sealed classes?</strong></p>&#xD;&#xA;&#xD;&#xA;<p><em>Java answers are more than welcome</em>.  In fact, I would anticipate that the Java community has been dealing with this longer and has a great deal to offer.</p>&#xD;&#xA;&#xD;&#xA;<p>But here are some of the .NET opinions:</p>&#xD;&#xA;&#xD;&#xA;<ul>&#xD;&#xA;<li><a href=\"http://haacked.com/archive/2007/08/19/why-duck-typing-matters-to-c-developers.aspx\">Why Duck Typing Matters for C#&#xD;&#xA;Develoepers</a> </li>&#xD;&#xA;<li><a href=\"http://cs.rthand.com/blogs/blog_with_righthand/archive/2008/07/22/Creating-wrappers-for-sealed-and-other-types-for-mocking.aspx\">Creating wrappers&#xD;&#xA;for sealed and other types for&#xD;&#xA;mocking</a></li>&#xD;&#xA;<li><a href=\"http://weblogs.asp.net/cibrax/archive/2008/05/16/unit-tests-for-wcf.aspx\">Unit tests for WCF (and Moq)</a></li>&#xD;&#xA;</ul>";"<unit-testing><language-agnostic><tdd><mocking>";"2009-02-13 00:00:00";"0";"";"yes"
"6499";"2008-08-09 00:56:15";"What style do you use for creating a \"class\"?";"<p>There are a few ways to get class-like behavior in javascript, the most common seem to be prototype based like this:</p>&#xA;&#xA;<pre><code>function Vector(x, y, x) {&#xA;    this.x = x;&#xA;    this.y = y;&#xA;    this.z = z;&#xA;    return this;&#xA;}&#xA;&#xA;Vector.prototype.length = function () { return Math.sqrt(this.x * this.x ... ); }&#xA;</code></pre>&#xA;&#xA;<p>and closure based approaches similar to</p>&#xA;&#xA;<pre><code>function Vector(x, y, z) {&#xA;    this.length = function() { return Math.sqrt(x * x + ...); }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>For various reasons the latter is faster, but I've seen (and I frequently do write) the prototype version and was curious as to what other people do.</p>&#xA;";"<javascript>";"2008-08-09 00:00:00";"0";"";"yes"
"6512";"2008-08-09 01:18:37";"How to implement continuations?";"<p>I'm working on a Scheme interpreter written in C. Currently it uses the C runtime stack as its own stack, which is presenting a minor problem with implementing continuations. My current solution is manual copying of the C stack to the heap then copying it back when needed. Aside from not being standard C, this solution is hardly ideal.</p>&#xD;&#xA;&#xD;&#xA;<p>What is the simplest way to implement continuations for Scheme in C?</p>";"<c><lisp><scheme><continuations>";"2012-07-19 00:00:00";"0";"";"yes"
"6519";"2008-08-09 01:45:25";"Learning SQL";"<p>I am a software engineer and I work for a small company, which means I have to do just about everything myself. So what is the best way to learn absolutely everything you need to know about SQL? Everything from the language, to managing databases, to programming to a database with C# 2.0 and what what version to use (free for commercial use is better, but not required).</p>&#xA;";"<sql>";"2008-08-11 00:00:00";"0";"";"yes"
"6530";"2008-08-09 02:03:52";"Where should I put my log file for an asp.net application?";"<p>I have a ASP.NET application that we've written our own logging module for.</p>&#xA;&#xA;<p>My question is, where is the standard place to write a log file to? I.e. the website will be running as the anonymous user identity (e.g. IUSR on IIS7) and I need a place where I know it'll have permission to write to.</p>&#xA;&#xA;<p>Cheers,</p>&#xA;";"<asp.net><logging><permissions>";"2009-01-18 00:00:00";"0";"";"yes"
"6557";"2008-08-09 02:32:01";"In C#, why can't a List<string> object be stored in a List<object> variable";"<p>It seems that a List object cannot be stored in a List variable in C#, and can't even be explicitly cast that way.</p>&#xA;&#xA;<pre><code>List&lt;string&gt; sl = new List&lt;string&gt;();&#xA;List&lt;object&gt; ol;&#xA;ol = sl;&#xA;</code></pre>&#xA;&#xA;<p>results in Cannot implicitly convert type <code>System.Collections.Generic.List&lt;string&gt;</code> to <code>System.Collections.Generic.List&lt;object&gt;</code></p>&#xA;&#xA;<p>And then...</p>&#xA;&#xA;<pre><code>List&lt;string&gt; sl = new List&lt;string&gt;();&#xA;List&lt;object&gt; ol;&#xA;ol = (List&lt;object&gt;)sl;&#xA;</code></pre>&#xA;&#xA;<p>results in Cannot convert type <code>System.Collections.Generic.List&lt;string&gt;</code> to <code>System.Collections.Generic.List&lt;object&gt;</code></p>&#xA;&#xA;<p>Of course, you can do it by pulling everything out of the string list and putting it back in one at a time, but it is a rather convoluted solution.</p>&#xA;";"<c#><.net><generics><covariance><type-safety>";"2008-08-09 00:00:00";"0";"";"yes"
"6578";"2008-08-09 03:13:04";"Understanding reference counting with Cocoa and Objective-C";"<p>I'm just beginning to have a look at Objective-C and Cocoa with a view to playing with the iPhone SDK. I'm reasonably comfortable with C's <code>malloc</code> and <code>free</code> concept, but Cocoa's references counting scheme has me rather confused. I'm told it's very elegant once you understand it, but I'm just not over the hump yet.</p>&#xA;&#xA;<p>How do <code>release</code>, <code>retain</code> and <code>autorelease</code> work and what are the conventions about their use?</p>&#xA;&#xA;<p>(Or failing that, what did you read which helped you get it?)</p>&#xA;";"<iphone><objective-c><cocoa><memory>";"2008-08-09 00:00:00";"0";"";"yes"
"6594";"2008-08-09 03:49:36";"PHP4 to PHP5 Migration";"<p>What are some good steps to follow for a smooth migration from PHP4 to PHP5. What are some types of code that are likely to break?</p>";"<php><migration>";"2008-08-10 00:00:00";"0";"";"yes"
"6607";"2008-08-09 04:13:02";"Registry vs. INI file for storing user configurable application settings";"<p>I'm a new Windows programmer and I'm not sure where I should store user configurable application settings.  I understand the need to provide a user friendly means for the user to change application settings, like an Edit | Settings form or similar.  But where should I store the values after the user hits the Apply button on that form?  </p>&#xA;&#xA;<p>What are the pros and cons of storing settings in the Windows registry vs. storing them in a local INI file or config file or similar?</p>&#xA;";"<windows><registry><settings><configuration-files><ini>";"2008-10-23 00:00:00";"0";"";"yes"
"6611";"2008-08-09 04:29:31";"IE6: To support or not to support";"<p>As most Web developers know, IE6 is a pain to support when it comes to making a website look and feel just as in the other major browsers (Firefox and IE7). I'd like to know what are the feelings of other developers toward supporting IE6 on their websites.</p>&#xA;&#xA;<p>Of course if your main user base uses IE6 or if you're working for a client that requires you to make it work in IE6, you don't even ask, but what about a web blog for example?</p>&#xA;&#xA;<p><hr /></p>&#xA;&#xA;<p>An interesting idea to help converting users: <a href=\"http://www.savethedevelopers.org/\">http://www.savethedevelopers.org/</a></p>&#xA;&#xA;<p>Articles about the subject:</p>&#xA;&#xA;<ul>&#xA;<li><a href=\"http://ryanfarley.com/blog/archive/2008/08/18/why-i-am-no-longer-supporting-ie6.aspx\">Why I Am No Longer Supporting&#xA;IE6</a></li>&#xA;<li><a href=\"http://www.sitepoint.com/blogs/2008/08/25/is-it-time-to-ditch-ie6/\">Is it Time to Ditch IE6?</a></li>&#xA;</ul>&#xA;";"<internet-explorer><browser><internet-explorer-6><compatibility>";"Null";"0";"";"no"
"6612";"2008-08-09 04:29:42";"Are there any decent free Java data plotting libraries out there?";"<p>On a recent Java project, we needed a free Java based real-time data plotting utility.  After much searching, we found this tool called the <a href=\"http://www.epic.noaa.gov/java/sgt/\">Scientific Graphics Toolkit or SGT</a> from NOAA.  It seemed pretty robust, but we found out that it wasn't terribly configurable.  Or at least not configurable enough to meet our needs.  We ended up digging very deeply into the Java code and reverse engineering the code and changing it all around to make the plot tool look and act the way we wanted it to look and act.  Of course, this killed any chance for future upgrades from NOAA.  </p>&#xA;&#xA;<p>So what free or cheap Java based data plotting tools or libraries do you use?</p>&#xA;&#xA;<p><em>Followup:  Thanks for the <a href=\"http://www.jfree.org/jfreechart/\">JFreeChart</a> suggestions.  I checked out their website and it looks like a very nice data charting and plotting utility.  I should have made it clear in my original question that I was looking specifically to plot real-time data.  I corrected my question above to make that point clear.  It appears that <a href=\"http://www.jfree.org/jfreechart/faq.html#FAQ5\">JFreeChart support for live data is marginal at best, though</a>.  Any other suggestions out there?</em></p>&#xA;";"<java><configuration><data><plot><freeware>";"2009-08-27 00:00:00";"0";"";"yes"
"6613";"2008-08-09 04:34:29";"What rule engine should I use?";"<p>What are some of the best or most popular rule engines?  I haven't settled on a programming language, so tell me the rule engine and what programming languages it supports.</p>&#xA;";"<language-agnostic><rule-engine>";"2009-08-27 00:00:00";"0";"";"yes"
"6623";"2008-08-09 04:57:00";"sgen.exe fails during build";"<p>After changing the output directory of a visual studio project it started to fail to build with an error very much like:   </p>&#xA;&#xA;<blockquote>&#xA;  <p>C:\\Program Files\\Microsoft Visual Studio 8\\SDK\\v2.0\\bin\\sgen.exe /assembly:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\EASDiscoveryCaseManagement\\obj\\Release\\EASDiscoveryCaseManagement.dll /proxytypes /reference:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\EasDiscovery.Common\\target\\win_x32\\release\\results\\EASDiscovery.Common.dll /reference:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\EasDiscovery.Export\\target\\win_x32\\release\\results\\EASDiscovery.Export.dll /reference:c:\\p4root\\Zantaz\\trunk\\EASDiscovery\\ItemCache\\target\\win_x32\\release\\results\\EasDiscovery.ItemCache.dll /reference:c:\\p4root\\Zantaz\\trunk\\EASDiscovery\\RetrievalEngine\\target\\win_x32\\release\\results\\EasDiscovery.RetrievalEngine.dll /reference:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\EASDiscoveryJobs\\target\\win_x32\\release\\results\\EASDiscoveryJobs.dll /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Shared.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.Misc.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinChart.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinDataSource.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinDock.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinEditors.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinGrid.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinListView.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinMaskedEdit.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinStatusBar.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinTabControl.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinToolbars.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.UltraWinTree.v8.1.dll\" /reference:\"C:\\Program Files\\Infragistics\\NetAdvantage for .NET 2008 Vol. 1 CLR 2.0\\Windows Forms\\Bin\\Infragistics2.Win.v8.1.dll\" /reference:\"C:\\Program Files\\Microsoft Visual Studio 8\\ReportViewer\\Microsoft.ReportViewer.Common.dll\" /reference:\"C:\\Program Files\\Microsoft Visual Studio 8\\ReportViewer\\Microsoft.ReportViewer.WinForms.dll\" /reference:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\PreviewControl\\target\\win_x32\\release\\results\\PreviewControl.dll /reference:C:\\p4root\\Zantaz\\trunk\\EASDiscovery\\Quartz\\src\\Quartz\\target\\win_x32\\release\\results\\Scheduler.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.configuration.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Data.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Design.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.DirectoryServices.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Drawing.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Web.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Web.Services.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Windows.Forms.dll /reference:c:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\System.Xml.dll /compiler:/delaysign- &#xA;      Error: The specified module could not be found. (Exception from HRESULT: 0x8007007E)&#xA;      C:\\WINDOWS\\Microsoft.NET\\Framework\\v2.0.50727\\Microsoft.Common.targets(1902,9): error MSB6006: \"sgen.exe\" exited with code 1.</p>&#xA;</blockquote>&#xA;&#xA;<p>I changed the output directory to target/win_x32/release/results but the path in sgen doesn't seem to have been updated.  There seems to be no reference in the project to what path is passed into sgen so I'm unsure how to fix it.  As a work around I have disabled the serialization generation but it would be nice to fix the underlying problem.  Has anybody else seen this?</p>&#xA;";"<c#><visual-studio><msbuild>";"2008-09-02 00:00:00";"0";"";"yes"
"6628";"2008-08-09 05:01:38";"PHP array indexing: $array[$index] vs $array[\"$index\"] vs $array[\"{$index}\"]";"<p>What is the difference, if any, between these methods of indexing into a PHP array:</p>&#xA;&#xA;<pre><code>$array[$index]&#xA;$array[\"$index\"]&#xA;$array[\"{$index}\"]&#xA;</code></pre>&#xA;&#xA;<p>I'm interested in both the performance and functional differences.</p>&#xA;&#xA;<h3>Update:</h3>&#xA;&#xA;<p>(In response to @Jeremy) I'm not sure that's right. I ran this code:</p>&#xA;&#xA;<pre><code>  $array = array(100, 200, 300);&#xA;  print_r($array);&#xA;  $idx = 0;&#xA;  $array[$idx] = 123;&#xA;  print_r($array);&#xA;  $array[\"$idx\"] = 456;&#xA;  print_r($array);&#xA;  $array[\"{$idx}\"] = 789;&#xA;  print_r($array);&#xA;</code></pre>&#xA;&#xA;<p>And got this output:</p>&#xA;&#xA;<pre><code>Array&#xA;(&#xA;    [0] =&gt; 100&#xA;    [1] =&gt; 200&#xA;    [2] =&gt; 300&#xA;)&#xA;&#xA;Array&#xA;(&#xA;    [0] =&gt; 123&#xA;    [1] =&gt; 200&#xA;    [2] =&gt; 300&#xA;)&#xA;&#xA;Array&#xA;(&#xA;    [0] =&gt; 456&#xA;    [1] =&gt; 200&#xA;    [2] =&gt; 300&#xA;)&#xA;&#xA;Array&#xA;(&#xA;    [0] =&gt; 789&#xA;    [1] =&gt; 200&#xA;    [2] =&gt; 300&#xA;)&#xA;</code></pre>&#xA;";"<php><syntax>";"2008-08-10 00:00:00";"0";"";"yes"
